444,530,769,200,536,glide
441,530,769,200,539,glide
438,530,769,200,542,glide
435,530,769,200,545,glide
432,530,769,200,548,glide
429,530,769,200,551,glide
426,530,769,200,554,glide
423,530,769,200,557,glide
420,530,769,200,560,glide
417,530,769,200,563,glide
414,530,769,200,566,glide
411,530,769,200,569,glide
408,530,769,200,572,glide
405,530,769,200,575,glide
402,530,769,200,578,glide
399,530,769,200,581,flap
396,530,769,200,578,flap
393,530,769,200,575,flap
390,530,769,200,572,flap
387,530,769,200,569,flap
384,530,769,200,566,flap
381,530,769,200,563,glide
378,530,769,200,566,glide
375,530,769,200,569,glide
372,530,769,200,572,glide
369,530,769,200,575,glide
366,530,769,200,578,glide
363,530,769,200,581,glide
360,530,769,200,584,glide
357,530,769,200,587,glide
354,530,769,200,590,glide
351,530,769,200,593,glide
348,530,769,200,596,glide
345,530,769,200,599,glide
342,530,769,200,602,glide
339,530,769,200,605,glide
336,530,769,200,608,glide
333,530,769,200,611,glide
330,530,769,200,614,glide
327,530,769,200,617,glide
324,530,769,200,620,glide
321,530,769,200,623,glide
318,530,769,200,626,glide
315,530,769,200,629,glide
312,530,769,200,632,glide
309,530,769,200,635,glide
306,530,769,200,638,glide
303,530,769,200,641,glide
300,530,769,200,644,glide
297,530,769,200,647,glide
294,530,769,200,650,glide
291,530,769,200,653,glide
288,530,769,200,656,glide
285,530,769,200,659,glide
282,530,769,200,662,glide
279,530,769,200,665,glide
276,530,769,200,668,glide
273,530,769,200,671,glide
270,530,769,200,674,glide
267,530,769,200,677,glide
264,530,769,200,680,glide
261,530,769,200,683,glide
258,530,769,200,686,glide
255,530,769,200,689,flap
252,530,769,200,686,flap
249,530,769,200,683,flap
246,530,769,200,680,flap
243,530,769,200,677,flap
240,530,769,200,674,flap
237,530,769,200,671,flap
234,530,769,200,668,flap
231,530,769,200,665,flap
228,530,769,200,662,flap
225,530,769,200,659,flap
222,530,769,200,656,flap
219,530,769,200,653,flap
216,530,769,200,650,flap
213,530,769,200,647,glide
210,530,769,200,650,glide
207,530,769,200,653,glide
204,530,769,200,656,glide
201,530,769,200,659,glide
798,570,754,200,662,glide
795,570,754,200,665,glide
792,570,754,200,668,flap
789,570,754,200,665,flap
786,570,754,200,662,flap
783,570,754,200,659,flap
780,570,754,200,656,flap
777,570,754,200,653,flap
774,570,754,200,650,flap
771,570,754,200,647,flap
768,570,754,200,644,flap
765,570,754,200,641,flap
762,570,754,200,638,glide
759,570,754,200,641,glide
756,570,754,200,644,glide
753,570,754,200,647,glide
750,570,754,200,650,glide
747,570,754,200,653,glide
744,570,754,200,656,glide
741,570,754,200,659,glide
738,570,754,200,662,glide
735,570,754,200,665,flap
732,570,754,200,662,flap
729,570,754,200,659,flap
726,570,754,200,656,flap
723,570,754,200,653,flap
720,570,754,200,650,flap
717,570,754,200,647,flap
714,570,754,200,644,flap
711,570,754,200,641,flap
708,570,754,200,638,glide
705,570,754,200,641,glide
702,570,754,200,644,glide
699,570,754,200,647,glide
696,570,754,200,650,glide
693,570,754,200,653,glide
690,570,754,200,656,glide
687,570,754,200,659,glide
684,570,754,200,662,glide
681,570,754,200,665,glide
678,570,754,200,668,flap
675,570,754,200,665,flap
672,570,754,200,662,flap
669,570,754,200,659,flap
666,570,754,200,656,flap
663,570,754,200,653,flap
660,570,754,200,650,flap
657,570,754,200,647,flap
654,570,754,200,644,glide
651,570,754,200,647,glide
648,570,754,200,650,glide
645,570,754,200,653,glide
642,570,754,200,656,glide
639,570,754,200,659,glide
636,570,754,200,662,glide
633,570,754,200,665,glide
630,570,754,200,668,glide
627,570,754,200,671,flap
624,570,754,200,668,flap
621,570,754,200,665,flap
618,570,754,200,662,flap
615,570,754,200,659,flap
612,570,754,200,656,flap
609,570,754,200,653,flap
606,570,754,200,650,flap
603,570,754,200,647,flap
600,570,754,200,644,glide
597,570,754,200,647,glide
594,570,754,200,650,glide
591,570,754,200,653,glide
588,570,754,200,656,glide
585,570,754,200,659,glide
582,570,754,200,662,glide
579,570,754,200,665,glide
576,570,754,200,668,glide
573,570,754,200,671,glide
570,570,754,200,674,glide
567,570,754,200,677,flap
564,570,754,200,674,flap
561,570,754,200,671,flap
558,570,754,200,668,flap
555,570,754,200,665,flap
552,570,754,200,662,flap
549,570,754,200,659,flap
546,570,754,200,656,flap
543,570,754,200,653,flap
540,570,754,200,650,flap
537,570,754,200,647,flap
534,570,754,200,644,glide
531,570,754,200,647,glide
528,570,754,200,650,glide
525,570,754,200,653,glide
522,570,754,200,656,glide
519,570,754,200,659,glide
516,570,754,200,662,glide
513,570,754,200,665,glide
510,570,754,200,668,glide
507,570,754,200,671,glide
504,570,754,200,674,glide
501,570,754,200,677,glide
498,570,754,200,680,glide
495,570,754,200,683,glide
492,570,754,200,686,glide
489,570,754,200,689,glide
486,570,754,200,692,glide
